>>>>>>>>>>>>>>>>>>
Selected device:0
<<<<<<<<<<<<<<<<<<


device 0 : Quadro K5000
major/minor : 3.0 compute capability
Total global mem : 4294639616 bytes
Shared block mem : 49152 bytes
Max memory pitch : 2147483647 bytes
RegsPerBlock : 65536 
WarpSize : 32 
MaxThreadsPerBlock : 1024 
TotalConstMem : 65536 bytes
ClockRate : 705500 (kHz)
deviceOverlap : 1 
deviceOverlap : 1 
MultiProcessorCount: 8 


****************Light Curve Classification****************

Path Training set: dataset/_classification/light_curve_train.txt, length: 1024, n_attrs: 1024 byte_size: 4194304.000000
Path Testing set: dataset/_classification/light_curve_test.txt, length: 2, n_attrs: 1024, byte_size: 8192.000000
Grid_size_x: 1024, number_of_threads_x: 1024 
Grid_size_y: 1, number_of_threads_y: 1 

Distance measure used: rDTW
0	2	RI : 2	129	5.997661 		 NRI : 2	338	7.504740
1	1	RI : 1	776	0.110246 		 NRI : 1	776	0.113843
2	3	RI : 3	359	0.092299 		 NRI : 3	972	0.294365
3	1	RI : 1	703	0.137083 		 NRI : 1	703	0.340181
4	3	RI : 3	117	0.261398 		 NRI : 3	640	0.294938
5	2	RI : 2	215	0.332845 		 NRI : 2	215	0.574893
6	3	RI : 1	997	0.643337 		 NRI : 1	740	0.955895
7	3	RI : 3	998	1.639946 		 NRI : 3	998	1.838277
8	2	RI : 2	326	0.564413 		 NRI : 2	326	0.602559
9	3	RI : 3	283	0.213569 		 NRI : 3	283	0.293521
10	2	RI : 2	821	1.313233 		 NRI : 2	922	1.661934
11	2	RI : 2	1008	0.272509 		 NRI : 2	1008	0.402100
12	2	RI : 2	716	4.039788 		 NRI : 2	968	5.670528
13	2	RI : 2	946	2.030670 		 NRI : 2	946	2.780803
14	2	RI : 2	257	4.392829 		 NRI : 2	469	6.694695
15	3	RI : 3	485	1.338666 		 NRI : 3	485	1.973746
16	3	RI : 3	281	0.411466 		 NRI : 3	824	0.826166
17	1	RI : 1	180	0.024706 		 NRI : 1	572	0.053543
18	3	RI : 3	658	1.226113 		 NRI : 3	683	1.924503
19	3	RI : 1	990	0.153311 		 NRI : 1	990	0.261036
20	2	RI : 2	681	4.872234 		 NRI : 2	681	5.800596
21	1	RI : 1	406	0.013002 		 NRI : 1	837	0.046365
22	1	RI : 1	511	0.022928 		 NRI : 1	957	0.047071
23	3	RI : 1	624	0.308235 		 NRI : 3	315	1.120973
24	3	RI : 1	624	0.303388 		 NRI : 1	884	0.365505
25	3	RI : 3	359	0.156681 		 NRI : 3	515	0.209791
26	3	RI : 3	489	4.296790 		 NRI : 3	1007	7.235940
27	2	RI : 2	110	0.667473 		 NRI : 2	110	0.669706
28	1	RI : 1	500	0.152591 		 NRI : 1	1003	0.208830
29	1	RI : 3	738	8.474870 		 NRI : 3	269	11.150872
30	3	RI : 3	719	1.040830 		 NRI : 1	756	1.072893
31	3	RI : 3	630	0.308307 		 NRI : 3	512	0.436430
32	3	RI : 3	503	2.241235 		 NRI : 3	759	2.724119
33	3	RI : 3	669	0.668951 		 NRI : 3	768	0.698547
34	3	RI : 3	710	6.122028 		 NRI : 3	263	9.402916
35	3	RI : 3	646	1.334532 		 NRI : 3	315	1.990230
36	1	RI : 1	464	0.012234 		 NRI : 1	91	0.024264
37	1	RI : 3	833	0.022594 		 NRI : 3	833	0.026199
38	2	RI : 2	231	1.065893 		 NRI : 2	961	2.349231
39	3	RI : 3	411	0.094416 		 NRI : 3	411	0.112313
40	3	RI : 3	823	1.182867 		 NRI : 3	634	1.601767
41	2	RI : 2	674	1.478177 		 NRI : 2	674	1.501265
42	3	RI : 3	976	0.216693 		 NRI : 3	976	0.217375
43	3	RI : 3	954	0.440838 		 NRI : 3	954	0.567541
44	3	RI : 3	607	0.376665 		 NRI : 3	607	0.378402
45	1	RI : 1	588	0.738728 		 NRI : 3	569	1.084456
46	1	RI : 1	345	0.011594 		 NRI : 1	54	0.038870
47	3	RI : 3	444	1.583412 		 NRI : 3	1013	2.025674
48	2	RI : 2	237	0.728812 		 NRI : 2	237	0.860664
49	2	RI : 2	7	1.261208 		 NRI : 2	45	1.585499
50	2	RI : 2	787	0.785378 		 NRI : 2	787	1.008682
51	3	RI : 3	152	2.305708 		 NRI : 3	152	2.317315
52	3	RI : 3	47	3.318163 		 NRI : 1	251	4.727615
53	2	RI : 2	42	0.203164 		 NRI : 2	42	0.211669
54	2	RI : 2	579	0.270892 		 NRI : 2	579	0.347889
55	2	RI : 2	689	1.305639 		 NRI : 2	871	3.200688
56	2	RI : 2	968	1.634032 		 NRI : 2	968	2.114181
57	3	RI : 3	355	0.087709 		 NRI : 3	355	0.096970
58	3	RI : 3	757	0.363579 		 NRI : 3	852	0.639628
59	3	RI : 3	76	2.462673 		 NRI : 1	245	6.178645
60	3	RI : 3	518	1.137103 		 NRI : 3	757	1.248034
61	3	RI : 3	387	10.249087 		 NRI : 3	387	11.912296
62	2	RI : 2	22	0.907225 		 NRI : 2	22	0.920151
63	2	RI : 2	453	1.741795 		 NRI : 2	657	1.824529
64	3	RI : 3	385	0.889049 		 NRI : 3	385	1.320126
65	2	RI : 2	132	1.776215 		 NRI : 2	116	2.682089
66	3	RI : 3	56	0.330967 		 NRI : 3	56	0.332395
67	3	RI : 1	107	0.186291 		 NRI : 1	107	0.233595
68	1	RI : 1	459	0.054481 		 NRI : 1	459	0.057396
69	3	RI : 3	222	23.816538 		 NRI : 3	222	29.064951
70	1	RI : 1	791	0.036907 		 NRI : 1	536	0.060672
71	3	RI : 3	420	2.571095 		 NRI : 3	844	3.606860
72	3	RI : 3	839	0.422401 		 NRI : 3	640	0.598545
73	3	RI : 1	500	1.566469 		 NRI : 3	546	3.595607
