3750 2
240,0.135
240,0.135
240.01,0.135
240.01,0.13
240.02,0.13
240.02,0.13
240.02,0.13
240.03,0.13
240.03,0.13
240.04,0.13
240.04,0.13
240.04,0.13
240.05,0.13
240.05,0.13
240.06,0.13
240.06,0.13
240.06,0.13
240.07,0.13
240.07,0.13
240.08,0.13
240.08,0.13
240.08,0.125
240.09,0.125
240.09,0.13
240.1,0.14
240.1,0.15
240.1,0.18
240.11,0.2
240.11,0.215
240.12,0.215
240.12,0.22
240.12,0.24
240.13,0.265
240.13,0.28
240.14,0.285
240.14,0.265
240.14,0.23
240.15,0.2
240.15,0.19
240.16,0.175
240.16,0.16
240.16,0.145
240.17,0.145
240.17,0.145
240.18,0.145
240.18,0.145
240.18,0.15
240.19,0.15
240.19,0.145
240.2,0.14
240.2,0.14
240.2,0.135
240.21,0.13
240.21,0.125
240.22,0.12
240.22,0.12
240.22,0.12
240.23,0.12
240.23,0.12
240.24,0.12
240.24,0.115
240.24,0.11
240.25,0.11
240.25,0.105
240.26,0.095
240.26,0.095
240.26,0.09
240.27,0.085
240.27,0.045
240.28,-0.035
240.28,-0.105
240.28,-0.12
240.29,-0.04
240.29,0.125
240.3,0.3
240.3,0.415
240.3,0.445
240.31,0.42
240.31,0.365
240.32,0.345
240.32,0.37
240.32,0.435
240.33,0.495
240.33,0.525
240.34,0.545
240.34,0.575
240.34,0.615
240.35,0.645
240.35,0.645
240.36,0.63
240.36,0.595
240.36,0.545
240.37,0.49
240.37,0.415
240.38,0.33
240.38,0.26
240.38,0.215
240.39,0.17
240.39,0.145
240.4,0.13
240.4,0.125
240.4,0.12
240.41,0.12
240.41,0.115
240.42,0.105
240.42,0.09
240.42,0.08
240.43,0.075
240.43,0.08
240.44,0.075
240.44,0.08
240.44,0.08
240.45,0.08
240.45,0.075
240.46,0.075
240.46,0.075
240.46,0.08
240.47,0.08
240.47,0.075
240.48,0.075
240.48,0.075
240.48,0.07
240.49,0.065
240.49,0.065
240.5,0.06
240.5,0.06
240.5,0.06
240.51,0.05
240.51,0.035
240.52,0.035
240.52,0.02
240.52,0.015
240.53,0.015
240.53,0.01
240.54,0
240.54,-0.005
240.54,-0.03
240.55,-0.035
240.55,-0.06
240.56,-0.065
240.56,-0.07
240.56,-0.07
240.57,-0.075
240.57,-0.085
240.58,-0.085
240.58,-0.09
240.58,-0.095
240.59,-0.095
240.59,-0.1
240.6,-0.105
240.6,-0.125
240.6,-0.135
240.61,-0.14
240.61,-0.125
240.62,-0.1
240.62,-0.08
240.62,-0.075
240.63,-0.075
240.63,-0.07
240.64,-0.06
240.64,-0.03
240.64,0.005
240.65,0.035
240.65,0.045
240.66,0.045
240.66,0.05
240.66,0.06
240.67,0.065
240.67,0.07
240.68,0.065
240.68,0.055
240.68,0.055
240.69,0.075
240.69,0.095
240.7,0.11
240.7,0.11
240.7,0.1
240.71,0.08
240.71,0.075
240.72,0.07
240.72,0.07
240.72,0.075
240.73,0.075
240.73,0.075
240.74,0.07
240.74,0.07
240.74,0.07
240.75,0.075
240.75,0.075
240.76,0.075
240.76,0.065
240.76,0.06
240.77,0.055
240.77,0.06
240.78,0.08
240.78,0.085
240.78,0.075
240.79,0.055
240.79,0.045
240.8,0.045
240.8,0.045
240.8,0.045
240.81,0.045
240.81,0.045
240.82,0.045
240.82,0.04
240.82,0.04
240.83,0.04
240.83,0.045
240.84,0.045
240.84,0.045
240.84,0.04
240.85,0.03
240.85,0.015
240.86,0.01
240.86,0.01
240.86,0.01
240.87,0.02
240.87,0.04
240.88,0.045
240.88,0.05
240.88,0.045
240.89,0.03
240.89,0.01
240.9,0.01
240.9,0.015
240.9,0.045
240.91,0.07
240.91,0.075
240.92,0.04
240.92,0.025
240.92,0.02
240.93,0.02
240.93,0.02
240.94,0.02
240.94,0.025
240.94,0.025
240.95,0.01
240.95,0
240.96,0
240.96,0
240.96,0
240.97,0.01
240.97,0.01
240.98,0.01
240.98,0.01
240.98,0.01
240.99,0.02
240.99,0.015
241,-0.01
241,-0.04
241,-0.05
241.01,-0.05
241.01,-0.05
241.02,-0.05
241.02,-0.045
241.02,-0.01
241.03,0.035
241.03,0.085
241.04,0.12
241.04,0.13
241.04,0.125
241.05,0.1
241.05,0.08
241.06,0.07
241.06,0.075
241.06,0.1
241.07,0.11
241.07,0.09
241.08,0.03
241.08,-0.005
241.08,-0.01
241.09,-0.015
241.09,-0.02
241.1,-0.045
241.1,-0.075
241.1,-0.085
241.11,-0.085
241.11,-0.065
241.12,-0.05
241.12,-0.035
241.12,-0.025
241.13,-0.02
241.13,-0.025
241.14,-0.065
241.14,-0.1
241.14,-0.11
241.15,-0.09
241.15,-0.055
241.16,-0.035
241.16,-0.04
241.16,-0.045
241.17,-0.045
241.17,-0.045
241.18,-0.05
241.18,-0.055
241.18,-0.06
241.19,-0.065
241.19,-0.06
241.2,-0.06
241.2,-0.12
241.2,-0.22
241.21,-0.27
241.21,-0.245
241.22,-0.125
241.22,0.03
241.22,0.15
241.23,0.19
241.23,0.17
241.24,0.145
241.24,0.16
241.24,0.23
241.25,0.3
241.25,0.33
241.26,0.34
241.26,0.35
241.26,0.37
241.27,0.415
241.27,0.46
241.28,0.48
241.28,0.475
241.28,0.44
241.29,0.395
241.29,0.355
241.3,0.3
241.3,0.225
241.3,0.13
241.31,0.04
241.31,-0.03
241.32,-0.08
241.32,-0.105
241.32,-0.11
241.33,-0.115
241.33,-0.12
241.34,-0.13
241.34,-0.135
241.34,-0.14
241.35,-0.135
241.35,-0.14
241.36,-0.145
241.36,-0.145
241.36,-0.145
241.37,-0.15
241.37,-0.15
241.38,-0.15
241.38,-0.155
241.38,-0.155
241.39,-0.155
241.39,-0.155
241.4,-0.15
241.4,-0.155
241.4,-0.155
241.41,-0.155
241.41,-0.165
241.42,-0.17
241.42,-0.175
241.42,-0.175
241.43,-0.175
241.43,-0.185
241.44,-0.185
241.44,-0.195
241.44,-0.195
241.45,-0.205
241.45,-0.215
241.46,-0.22
241.46,-0.225
241.46,-0.24
241.47,-0.26
241.47,-0.27
241.48,-0.28
241.48,-0.28
241.48,-0.285
241.49,-0.29
241.49,-0.3
241.5,-0.335
241.5,-0.35
241.5,-0.35
241.51,-0.36
241.51,-0.37
241.52,-0.38
241.52,-0.38
241.52,-0.385
241.53,-0.385
241.53,-0.385
241.54,-0.38
241.54,-0.37
241.54,-0.34
241.55,-0.315
241.55,-0.295
241.56,-0.285
241.56,-0.275
241.56,-0.27
241.57,-0.265
241.57,-0.24
241.58,-0.21
241.58,-0.195
241.58,-0.185
241.59,-0.185
241.59,-0.19
241.6,-0.19
241.6,-0.18
241.6,-0.175
241.61,-0.175
241.61,-0.175
241.62,-0.18
241.62,-0.18
241.62,-0.17
241.63,-0.17
241.63,-0.165
241.64,-0.17
241.64,-0.18
241.64,-0.175
241.65,-0.175
241.65,-0.175
241.66,-0.18
241.66,-0.18
241.66,-0.18
241.67,-0.175
241.67,-0.18
241.68,-0.175
241.68,-0.175
241.68,-0.17
241.69,-0.175
241.69,-0.175
